livre.chapitre.verset,Francais,Anglais,BIBALDA_TA_PELDETTA,Bulu,Guiziga,Fulfulde_Adamaoua,Fulfulde_DC,KALATA_KO_SC_Gbaya,KALATA_KO_DC_Gbaya,Kapsiki_DC,Tupurri
1CH.1.1," Adam, Seth, Enos, ","Adam, Seth, Enosh,","Adam, Set, Enok. ","Adam, Sét, Anos, ","Adamu a yi Set, Set a yi Enos, ","Ndaa danygol Aadamu: Aadamu danyi Setu, Setu danyi Enos, ","Ndaa danygol Aadamu: Aadamu danyi Setu, Setu danyi Enos, ","Adam koo Sɛt, Sɛt koo Enɔs; ","Adam koo Sɛt, Sɛt koo Enɔs; ","Adam yitenyɛa Sɛt, Sɛt yitenyɛa Ɛnos. ","Adam, Sed, Enog, "
1CH.1.2," Caïnan, Malaléel, Jared, ","Kenan, Mahalaleel, Jared,","Kenan, Malaleel, Yered; ","Kénan, Mahalalél, Yéréd, ","Enos a yi Kenaŋ, Kenaŋ a yi Malaliyel, Malaliyel a yi Yeret, ","Enos danyi Keenan, Keenan danyi Mahaleleel, Mahaleleel danyi Yarat, ","Enos danyi Keenan, Keenan danyi Mahaleleel, Mahaleleel danyi Yarat, ","Enɔs koo Kɛnaŋ, Kɛnaŋ koo Mahalalɛl, ɓɛɛ Mahalalɛl ko Yɛrɛd. ","Enɔs koo Kɛnaŋ, Kɛnaŋ koo Mahalalɛl, ɓɛɛ Mahalalɛl ko Yɛrɛd. ","Ɛnos yitenyɛa Kɛnan, Kɛnan yitenyɛa Malalɛyɛl, Malalɛyɛl yitenyɛa Yɛrɛd, ","Kenan, Mahalaleel, Yered, "
1CH.1.3," Hénoch, Mathusalé, Lamech, ","Enoch, Methuselah, Lamech,","Henok, Matusalem, Lamek, ","Hénok, Metuséla, Lemék, ","Yeret a yi Henok, Henok a yi Matusalem, Matusalem a yi Lemek, ","Yarat danyi Henok, Henok danyi Matusala, Matusala danyi Lamek, Lamek danyi Nuuhu, ","Yarat danyi Henok, Henok danyi Matusala, Matusala danyi Lamek, Lamek danyi Nuuhu, ","Yɛrɛd koo Enɔk, Enɔk koo Mɛtusela, Mɛtusela koo Lamɛk, ","Yɛrɛd koo Enɔk, Enɔk koo Mɛtusela, Mɛtusela koo Lamɛk, ","Yɛrɛd yitenyɛa Ɛnok, Ɛnok yitenyɛa Matəsalɛm, Matəsalɛm yitenyɛa Lɛmɛk, ","Henog, Metusalem, Lemeg,"
1CH.1.4," Noé, Sem, Cham et Japheth. ","Noah, Shem, Ham, and Japheth.","Nuwa, Sem, Kam hiɗi Yafet.","Noé, Sém, Sam a Yafet.","Lemek a yi Nowe, Nowe a yi Sem, kam waɗ Zafet, ","Nuuhu danyi Sem, Haamu bee Yafet.","Nuuhu danyi Sem, Haamu bee Yafet.","Lamɛk koo Nɔe, ɓɛɛ Nɔe ko Sɛm, Kam in Jafɛt.","Lamɛk koo Nɔe, ɓɛɛ Nɔe ko Sɛm, Kam in Jafɛt.","Lɛmɛk yitenyɛa Nowɛ. Nowɛ yitenyɛa yɛ Sɛm, Sham le Zhafɛt.","Nowe, Sem, Kam wo de Jafed."
1CH.1.5," Fils de Japheth; Gomer, Magog, Madaï, Javan, Thubal, Mosoch et Thiras. ","The sons of Japheth; Gomer, and Magog, and Madai, and Javan, and Tubal, and Meshech, and Tiras.","Gurona vi Yafet: Gomer, Magog, Maday, Yavan, Tubal, Mekek hiɗi Tiras.","Bone be Yafet: Gômer, Magôg, Madayi, Yavan, Tubal, Mésék a Tiras. ","Ziri mizile ngi Zafetey i ti: Gomer, Magok, Maday, Yavaŋ, Tubal, Mesek waɗ Tiras. ",Ɓiɓɓe Yafet ngoni: Gomer e Magog e Maday e Yawan e Tubal e Meesek e Tiras. ,Ɓiɓɓe Yafet ngoni: Gomer e Magog e Maday e Yawan e Tubal e Meesek e Tiras. ,"O bem ko Jafɛt nɛ́ Gɔmɛr, Magɔg, Madai, Yabaŋ, Tubal, Mɛsɛk in Tiras. ","O bem ko Jafɛt nɛ́ Gɔmɛr, Magɔg, Madai, Yabaŋ, Tubal, Mɛsɛk in Tiras. ","Ŋwalea Zhafɛt ne, yɛ Gomɛr, Magog, Maday, Yavan, Təwbal, Mɛshɛk le Tiras. ","Jar ni Jafed wo diñ: Gomer, Magog, Maday, Yafañ, Tubal, Meseg wo de Tiras"
1CH.1.6," - Fils de Gomer: Ascénez, Riphath et Thogorma. ","And the sons of Gomer; Ashkenaz, and Riphath, and Togarmah.","Gurona vi Gomer: Askenaz, Difat, hiɗi Togarma.","Bone be Gômer: Akénag, Difat a Tôgarma. ","Ziri mizile ngi Gomerey i ti: Asekenas, Rifat waɗ Togarma. ",Ɓiɓɓe Gomer ngoni: Askanas e Difat  e Togarma. ,Ɓiɓɓe Gomer ngoni: Askanas e Difat  e Togarma. ,"O bem ko Gɔmɛr nɛ́ Askenaz, Difat in Tɔgarma. ","O bem ko Gɔmɛr nɛ́ Askenaz, Difat in Tɔgarma. ","Ŋwalea Gomɛr: yɛ Ashekɛnaz, Difat le Togarma. ","Jar ni Gomer wo diñ: Askenas, Difad wo de Togarma."
1CH.1.7," - Fils de Javan: Élisa, Tharsis, Céthim et Dodanim. ","And the sons of Javan; Elishah, and Tarshish, Kittim, and Dodanim.","Gurona vi Yavan: Elisa, Tarsisa, Kittim hiɗi Rodanim.","Bone be Yavan: Elisa, Tarsisa, Kitim a Rôdanim.","Ziri mizile ngi Yavaŋhay i ti: Elisa, Tarsis, Kitim waɗ Rodanim. ",Ɓiɓɓe Yawan ngoni: Elisa e Tarsis e Kitti'en e Rodani'en.,Ɓiɓɓe Yawan ngoni: Elisa e Tarsis e Kitti'en e Rodani'en.,"O bem ko Yabaŋ nɛ́ Elisa, Tarsis, Kitim in Rodanim.","O bem ko Yabaŋ nɛ́ Elisa, Tarsis, Kitim in Rodanim.","Ŋwalea Yavan: Ɛlisha, Tarsis, Kitim le Rodanim.","Jar ni Yafan wo diñ: Elisa, Tarsisa, Sitim wo de Rodanim."
1CH.1.8," Fils de Cham: Chus, Mesraïm, Phut et Chanaan. ","The sons of Ham; Cush, and Mizraim, Put, and Canaan.","Gurona vi Kam: Kus, Misrayim, Put hiɗi Kanaan.","Bone be Sam: Kus, Mitsrayim, Put a Kanaan. ","Ziri mizile ngi Kamay i ti: Kus, Misrayim, Put waɗ Kanaˀan. ",Ɓiɓɓe Haamu ngoni: Kus e Misrayim e Put e Kanaana. ,Ɓiɓɓe Haamu ngoni: Kus e Misrayim e Put e Kanaana. ,"O bem ko Kam nɛ́ Kus, Misraim, Put in Kanaŋ. ","O bem ko Kam nɛ́ Kus, Misraim, Put in Kanaŋ. ","Ŋwalea Sham: Kəwsh, Misrayim, Pəwt le Kanan. ","Jar ni Kam wo diñ: Kus, Misrayim, Pud wo de Kanaan."
1CH.1.9," - Fils de Chus: Saba, Hévila, Sabatha, Regma et Sabathacha. - Fils de Regma: Saba et Dadan. - ","And the sons of Cush; Seba, and Havilah, and Sabtah, and Raamah, and Sabtecha. And the sons of Raamah; Sheba, and Dedan.","Gurona vi Kus: Seba, Havila, Sabta, Rayema hiɗi Sabteka. Gurona vi Rayema: Saba hiɗi Dedan. ","Bone be Kus: Seba, Avila, Sabta, Raéma a Sabtéka. Bone be Raéma: Saba a Kedan. ","Ziri mizile ngi Kusoy i ti: Seba, Havila, Sapta, Rakma, Sapteka. Ziri mizile ngi Rakmahay i ti: Saba ati Dedaŋ. ",Ɓiɓɓe Kus ngoni: Seba e Hawila e Sabeta e Rama e Sabitka. Ɓiɓɓe Rama ngoni: Saba e Dedan. ,Ɓiɓɓe Kus ngoni: Seba e Hawila e Sabeta e Rama e Sabitka. Ɓiɓɓe Rama ngoni: Saba e Dedan. ,"O bem ko Kus nɛ́ Seba, Hawila, Sabta, Ragma in Sabteka. O bem ko Raɛma nɛ́ Saba in Dɛdaŋ. ","O bem ko Kus nɛ́ Seba, Hawila, Sabta, Ragma in Sabteka. O bem ko Raɛma nɛ́ Saba in Dɛdaŋ. ","Ŋwalea Kəwsh: Sɛba, Havila, Sabta, Rama le Sabtɛka. Ma ŋwalea Ragma: Saba le Dɛdan. ","Jar ni Kus wo diñ: Seba, Hafila, Sabta, Raema wo de Sabteka. Jar ni Raema wo diñ: Seba wo de Dedan. "
1CH.1.10, Chus engendra Nemrod; c'est lui qui commença à être puissant sur la terre. ,And Cush begat Nimrod: he began to be mighty upon the earth.,"Kus vuɗ Nimrod, nam kayni mi sa ma donot gaa kay nagat tun caw talamna.",Kus a nga biaé Nimrôd; Nye a nga taté bo éwôlô môt ôsu e si nyô. ,"Kus a yi Nemrot, bugawla mudumbuŋ ngi si ruwuyo. ","Kus danyi Nimrudu, kaŋko woni aartuɗo laataago baawɗo dow lesdi. ","Kus danyi Nimrudu, kaŋko woni aartuɗo laataago baawɗo dow lesdi. ",Kus koo Nɛmrod mbɛt nɛ̀ duka nɛ́ kuti ŋgaŋa-wi zu nù. ,Kus koo Nɛmrod mbɛt nɛ̀ duka nɛ́ kuti ŋgaŋa-wi zu nù. ,Kəwsh yitenyɛa Nɛmrod nya kande ghate ta wəndə nya kanza ghyanake te hɛɗi. ,"Kus raw biñ Nimrod maga kol de eegre debañ tañgu ti tamsir mono,"
